,_id,id,page_source,link,title,content,address_street,address_ward,surrounding,surrounding_name,surrounding_characteristics,interior_room,project,address_city,address_district,transaction_type,realestate_type,price_sell,price_rent,legal,floor,position_street,potential,area_origin,address_number,lat_x,long_x,coordinate,price_m2,orientation,area_cal,post_id,post_date,crawled_date,created_at,price_score,price_score_filter,geom,status_price_score,price_score_timestamp,comment_id,comment_filter_id,is_suspicious,created_by,contact_phone,hash_post_key,number_duplicated_post,orientation_id,done,label_cluster,gglat,gglong,res_field,gg_addr,regex_street,district_name
524,604330eb886de23638253b1e,594100,3.0,https://batdongsan.com.vn/ban-nha-mat-pho-duong-pham-hung-xa-binh-hung-1-prj-khu-dan-cu-t30/ban-tien-dang-kinh-doanh-spa-1-ham-1-tret-2-lau-san-thuong-gia-18-ty-5-pr25131171,Bán nhà mặt tiền Phạm Hùng đang kinh doanh spa (1 hầm + 1 trệt + 2 lầu + sân thượng) giá 18 tỷ 5,"- Bán nhà góc 2 mặt tiềnđường Phạm Hùng ( nối dài ) thuộc xã Bình Hưng, huyện Bình Chánh đang kinh doanh spa:<br/>+ DT đất: 5x21m (nở hậu) góc, CN 120m2.<br/>+ Hiện trạng nhà: 1 hầm, 1 trệt, 2 lầu + sân thượng.<br/>+ Pháp lý: Sổ hồng.<br/>+ Vị trí: Mặt tiền đường Phạm Hùng 40m. cách ngã 4 Phạm Hùng v nguyễn Văn Linh 1km5.<br/>+ Nhà hiện đang kinh doanh spa cao cấp, nhà góc 2 mặt tiền 40m & 12m, lề đường 8m rộng rãi, đậu xe thoải mái...<br/>+ Giá bán: 18 tỷ 5.<br/>+ Giá thuê: 35 tr/tháng.<br/>- Liên hệ: 093869.1001 Cảnh.",Phạm Hùng,bình hưng,ngã 4,"ngã tư Phạm Hùng, nguyễn Văn Linh",,,,1.0,1.0,5.0,2.0,18500000000,35000000,3.0,4.0,2.0,{2},"{5,21}",,10.7143220620659,106.685945666279,"(106.685945666279,106.685945666279)",158181818.18181798,,120.0,bdscomvn_25131171,1586435623,1586387308.0,2020-04-09 06:09:02.867484,5.7,5.9,0101000020E610000023E0A688E6AB5A40AAC40E9FBB6D2540,1.0,2020-04-09 06:10:00.736589,9,9.0,False,2.0,938691001.0,8ed613405c5b531e6e761f88a513ce67,1.0,,0.0,0.0,10.7059344,106.6850342,content,"4 Phạm Hùng, Phước Lộc, Nhà Bè, Thành phố Hồ Chí Minh, Vietnam","4 Phạm Hùng, Huyện Bình Chánh, Hồ Chí Minh, Việt Nam",Huyện Bình Chánh
525,604330eb886de23638253b73,668593,3.0,https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-nguyen-van-linh-xa-binh-hung-1-prj-senturia-nam-sai-gon/ban-pho-shophoues-gia-6-6-ty-gd-1-khu-do-thi-mizuki-park-lh-0906-844-806-tho-pr23326039,"Bán shophouse giá 6.6 tỷ GĐ 1 Senturia liền kề khu đô thị Mizuki Park, LH 0906 844 806 Thọ","Nằm trong khu đô thị Senturia Nam Sài Gòn - 19,8ha mặt tiền Nguyễn Văn Linh - liền kề khu đô thị Mizuki Park.<br/>- Giá 6,6 tỷ/căn.<br/>- Diện tích: 5*17,5m = 87m2.<br/>- Xây dựng: 1 trệt 2 lầu.<br/>Bàn giao hoàn thiện ngoài - trong thô.<br/><br/>Thông tin dự án.<br/>CĐT Tiến Phước uy tín với hơn 26 năm kinh nghiệm trong ngành. (Estella, Palm, Impire, Senturia Vườn Lài, Senturia An Phú,... ).<br/>Sở hữu vĩnh viễn, vận hành quản lý CBRE.<br/>Vị trí: Mặt tiền đường Nguyễn Văn Linh, ngã 3 Phạm Hùng, Bình Hưng, Bình Chánh (kế bên dự án Dương Hồng và Mizuki Park).<br/>Quy mô: 19,8 ha.<br/>Công viên bờ sông trải dài 1km.<br/>MĐXD cực thấp: 28%. Đất cây xanh, công viên lên tới 4ha.<br/>25 tiện ích cao cấp bên trong dự án: Hồ bơi Địa Trung Hải, vườn kí ức, khu rừng tình yêu, công viên, gym, spa, nhà hàng, cafe, khu vui chơi,...<br/>Với 9 tầng TTTM siêu đẳng cấp.<br/>Thiết kế: Ong&Ong, phong cách Địa Trung Hải.<br/>LH 0906844806 Thọ để biết thêm chi tiết.",Phạm Hùng,,"khu đô thị, khu đô thị, Công viên, công viên, Hồ bơi, vườn kí ức, công viên, gym, spa, nhà hàng, cafe, khu vui chơi, TTTM, siêu đẳng","khu đô thị Mizuki Park, khu đô thị Mizuki Park, Bình Hưng, Dương Hồng, Mizuki Park, Hồ bơi Địa Trung Hải",,,Senturia Nam Sài Gòn,1.0,1.0,1.0,2.0,6600000000,0,2.0,3.0,3.0,{2},"{5,17.5}",3.0,10.7264413997982,106.668484731462,"(106.668484731462,106.668484731462)",75862068.9655172,,87.0,bdscomvn_23326039,1588741003,1588716234.0,2020-05-06 05:04:01.776275,0.0,0.0,0101000020E610000061E02E74C8AA5A4000308D20F0732540,0.0,,0,0.0,False,2.0,906844806.0,59652ae372ab41abfc81d4c2546beba6,1.0,,0.0,0.0,10.7193284,106.6837776,content,"3 Phạm Hùng, Bình Hưng, Bình Chánh, Thành phố Hồ Chí Minh, Vietnam","hẻm 3 Phạm Hùng, Huyện Bình Chánh, Hồ Chí Minh, Việt Nam",Huyện Bình Chánh
526,604330ec886de23638253b92,100536,6.0,https://landber.com/tin-dang/Ads_01_23004421,"Nhà hẻm C9 đường Phạm Hùng, giáp Quận 8 - gần trung tâm hành chính Quận 8","Em mua chung cư ở, cần bán gấp căn nhà hẻm C9, Phạm Hùng, Bình Hưng, Bình Chánh.
Vị trí gần trung tâm hành chính Quận 8.

Diện tích: 4 * 14m (56m2).
- Tổng diện tích sử dụng 162m2.

- Giá: 4.2 tỷ/căn.
- Hẻm 5m, xe hơi vào được. Khu dân cư sống yên tĩnh, an ninh không ngập úng.
- Nhà 2 tấm rưỡi có 1 phòng khách, 1 phòng bếp, 1 phòng thờ, 3 phòng ngủ, 4 WC, 1 sân thượng, 2 giếng trời.
- Mỗi tầng, mỗi phòng đều có CB chống giật riêng, công tắc điện Panasonic.
- Vị trí thuận tiện đi lại, gần trung tâm thành phố, trường đại học Rmit, gần chợ, siêu thị.
- Giấy tờ vi bằng. Hồ sơ đầy đủ, lên phường nhờ hỗ trợ làm sổ nhé.
Liên hệ: 0901.747.720 (Ms. Mùi).",Phạm Hùng,bình hưng,"trung tâm hành chính, trường đại học, chợ, siêu thị","Quận 8, trung tâm hành chính Quận 8, Quận 8, đại học Rmit","yên tĩnh, an ninh, không ngập úng, thuận tiện đi lại",3 phòng ngủ,Hẻm C9,1.0,1.0,1.0,2.0,4200000000,0,2.0,1.0,3.0,{2},"{4,14}",9.0,10.7246443018663,106.68003290831498,"(106.680032908315,10.7246443018663)",28125000.0,,162.0,Ads_01_23004421,1573750800,1574017081.0,2020-02-12 08:49:25.145194,2.0,3.6,0101000020E6100000A95ABFA885AB5A40477FF39304732540,1.0,2020-04-13 11:01:02.48959,1,8.0,False,1.0,901747720.0,eee3a17836d9e536401c21c2d95e6434,2.0,,1.0,0.0,10.7337461,106.6732866,title,"9 Phạm Hùng, Bình Hưng, Bình Chánh, Thành phố Hồ Chí Minh, Vietnam","hẻm 9 đường Phạm Hùng, Huyện Bình Chánh, Hồ Chí Minh, Việt Nam",Huyện Bình Chánh
527,604330ec886de23638253b98,305136,6.0,https://landber.com/tin-dang/Ads_01_11621196,"Bán nhà C9/3A mặt tiền đường Phạm Hùng xã Bình Hưng huyện Bình Chánh, DT 640,8m2 giá 50tỷ","Bán nhà cấp 4 C9/3A mặt tiền đường Phạm Hùng, xã Bình Hưng huyện Bình Chánh. DT 640.8m2 ngang 17,8m (đang cho điện máy Thiên Hòa thuê 110tr/tháng) giá 50 tỷ.


Bán nhà MT đường Phạm Hùng xã Bình Hưng huyện Bình Chánh, DT 26x50m có 771m2 thổ cư giá 140tr/m2 cho diện tích 771m2 phần diện tích còn lại không tính tiền.
+ 229 Phạm Hùng phường 4 Quận 8. DT 683m2 lộ giới còn 426m2 sổ hồng giá 65tỷ.


Bán 1750m2 góc 2MT đường Phạm Hùng xã Bình Hưng huyện Bình Chánh, qua khỏi ngã 4 Nguyễn Văn Linh 150m, đang cho thuê làm bãi xe, giá 30tr/m2 mua bán giấy tay ra thừa phát lại lập vi bằng.

LH: 0902666333.",Phạm Hùng,bình hưng,ngã 4,ngã tư Nguyễn Văn Linh,,,C9/3A,1.0,1.0,5.0,2.0,50000000000,110000000,3.0,1.0,1.0,"{1,2}","{26,50}",229.0,10.7240129905345,106.680302582565,"(106.680302582565,10.7240129905345)",51136363.6363636,,1750.0,Ads_01_11621196,1578157200,1578700333.0,2020-02-12 08:49:25.145194,2.0,3.6,0101000020E61000000DE0D7138AAB5A403573A8D4B1722540,1.0,2020-04-13 11:10:02.554917,1,8.0,False,2.0,902666333.0,2eb232d252974bff20a90be4ca1adeab,1.0,,1.0,0.0,10.7383522,106.6701919,content,"229 Phạm Hùng, Phường 5, Quận 8, Thành phố Hồ Chí Minh, Vietnam","229 Phạm Hùng, Huyện Bình Chánh, Hồ Chí Minh, Việt Nam",Huyện Bình Chánh
528,604330ec886de23638253ba5,709860,3.0,https://batdongsan.com.vn/ban-nha-rieng-duong-dinh-duc-thien-xa-binh-chanh-3/-ban-cap-4-huyen-dien-tich-5m-x-20m-ket-cau-pr24976428,Nhà bán cấp 4 đường Đinh Đức Thiện - Xã Bình Chánh Huyện Bình Chánh - Diện tích: 5m x 20m,"Nhà bán cấp 4 đường Đinh Đức Thiện - Xã Bình Chánh Huyện Bình Chánh.<br/>- Diện tích: 5m x 20m.<br/>- Kết cấu: Cấp 4 (DTCN 103m2) sổ hồng riêng.<br/>- Vị trí: Nhà khu dân cư hiện hữu, hẻm xe hơi thông thoáng ra đường chính Đinh Đức Thiện khoảng 50m, cách Quốc lộ 1A khoảng 500m, nhiều tiện ích xung quanh.<br/>- Giá bán: 2,8 tỷ thương lượng.<br/>- LH: Hoàng Ân Land.<br/>Nhận ký gởi mua bán nhà đất.",Đinh Đức Thiện,bình chánh huyện,,"Đinh Đức Thiện, Quốc lộ 1 A",,,,1.0,1.0,1.0,2.0,2800000000,0,3.0,1.0,3.0,{2},"{5,20}",4.0,10.6605057540644,106.577346512114,"(106.577346512114,106.577346512114)",27184466.0194175,,103.0,bdscomvn_24976428,1588999978,1588975612.0,2020-05-09 05:07:02.418829,0.0,0.0,0101000020E610000051FFC83EF3A45A40730D69CF2D522540,0.0,,0,0.0,False,3.0,,0dfb0635abc8ba34030b992bb5875920,1.0,,1.0,0.0,10.6683663,106.5795783,title,"4 Đ. Huỳnh Văn Trí, Bình Chánh, Thành phố Hồ Chí Minh, Vietnam","hẻm 4 đường Đinh Đức Thiện, Huyện Bình Chánh, Hồ Chí Minh, Việt Nam",Huyện Bình Chánh
529,604330ec886de23638253bd6,762252,6.0,https://batdongsan.com.vn/ban-nha-rieng-duong-dinh-duc-thien-xa-tan-quy-tay/ban-2-can-binh-chanh-80-7m2-75-1m2-shr-pr24435248,"Bán 2 căn nhà Bình Chánh 80,7m2, 75,1m2 Đinh Đức Thiện SHR","Bán 2 căn nhà liền kề Đinh Đức Thiện huyện Bình Chánh.<br/>DT 4x20.<br/>SHR từng căn 80,7m2 & 75,1m2.<br/>1 trệt 1 lầu, 2PN, 2WC.<br/>Giá 2 tỷ 650, 2tỷ 300.<br/>Sang tên trong ngày, dọn vào ở ngay.<br/>Ko tiếp QC.",Đinh Đức Thiện,,,,,2,,1.0,1.0,1.0,2.0,2650000000,0,3.0,2.0,0.0,{2},"{4,20}",,10.6564026545375,106.584098905149,"(106.584098905149,10.6564026545375)",33125000.0,,80.0,bdscomvn_24435248,1589088056,1589065835.0,2020-06-30 10:16:13.371594,0.0,0.0,0101000020E6100000B1CF5FE061A55A40F67D3C0214502540,0.0,,0,0.0,False,1.0,,e80af85c1b0f2e43725bba7bcec98c18,1.0,,1.0,0.0,10.6570604,106.58279,title,"1 Đinh Đức Thiện, Tân Quý Tây, Bình Chánh, Thành phố Hồ Chí Minh, Vietnam","hẻm 1m2 Đinh Đức Thiện, Huyện Bình Chánh, Hồ Chí Minh, Việt Nam",Huyện Bình Chánh
530,604330ec886de23638253c21,61587,6.0,https://landber.com/tin-dang/Ads_01_23516315,"Nhà gác lửng 4x24 đường bờ kinh T14 Tân quý Tây Bình Chánh giá 2,4 tỷ thương lượng","Cần bán nhà cấp 4 diện tích 4x24 có gác lửng gồm 2 pn , 2wc. Đường rộng 8m thông thoáng tiện cho kinh doanh buôn bán, gần chợ gần trường học gần trung tâm hành chính huyện bình chánh trong bán kính 2km đổ về.
Giá bán 2,4 tỷ còn thương lượng . SHR chính chủ nhé

Chưa qua cò lái. Liên hệ tôi để xem nhà theo sđt 0937627026. Coi nhà vào ngày chủ nhật nhé. Vì vợ chồng bận đi làm cuối tuần được nghỉ mới có ở nhà.xin cảm ơn.",Bờ Kinh T14,tân quý tây,"chợ, trường học, trung tâm hành chính huyện",trung tâm hành chính huyện bình chánh,,"2 pn, 2 wc",,1.0,1.0,1.0,2.0,2400000000,0,3.0,1.0,0.0,{2},"{4,24}",,10.6572193256173,106.596252022391,"(106.596252022391,10.6572193256173)",0.0,,96.0,Ads_01_23516315,1574096400,1574201849.0,2020-02-12 08:49:25.145194,2.0,3.6,0101000020E61000000A163EFE28A65A40B1A62B0D7F502540,1.0,2020-04-13 00:55:02.363957,1,8.0,False,3.0,937627026.0,094131fad4b13118c76a105c46791d4d,1.0,,1.0,0.0,10.6683663,106.5795783,title,"4 Đ. Huỳnh Văn Trí, Bình Chánh, Thành phố Hồ Chí Minh, Vietnam","hẻm 4x24 đường bờ kinh T14, Huyện Bình Chánh, Hồ Chí Minh, Việt Nam",Huyện Bình Chánh
531,604330ec886de23638253c29,58149,6.0,https://landber.com/tin-dang/Ads_01_23526487,"Bán gấp nhà 65m2 Tỉnh Lộ 10, Phạm Văn Hai, Bình Chánh","Bán gấp cho con đi học nhà mặt tiền hẻm Tỉnh Lộ 10 ngay cầu Xáng, Tỉnh Lộ 10, Phạm Văn Hai, Bình Chánh. Cách chợ, trường học, bệnh viện, chưa tới 500m.
* Nhà cấp bốn có gác 3,5m, 18,5m xây dựng kiên cố mới sửa lại như mới mua dọn vào ở liền.

* Giá chỉ 1 tỷ 440tr giá này bao rẻ mặt tiền Tỉnh Lộ 10 kiếm không có căn thứ hai.
* Pháp lý SHC CCVB.

* LH gặp chủ xem nhà: 0971761942.",Tỉnh Lộ 10,phạm văn hai,"cầu, chợ, trường học, bệnh viện","cầu Xáng, Tỉnh Lộ 10, Phạm Văn Hai, Bình Chánh",,,,1.0,1.0,1.0,2.0,1440000000,0,2.0,1.0,5.0,{2},"{0,0}",,10.7776273461862,106.537331812164,"(106.537331812164,10.7776273461862)",18398571.4285714,,65.0,Ads_01_23526487,1574182800,1574215273.0,2020-02-12 08:49:25.145194,2.0,3.6,0101000020E61000002F16F8A463A25A40A3B0E82B258E2540,1.0,2020-04-13 02:22:01.923211,2,7.0,False,3.0,971761942.0,91611e9bbd3aa9159abdc40279822dc4,1.0,,1.0,0.0,10.7616672,106.5696635,title,"Vòng Xoay Tỉnh Lộ 10, ĐT825, Tân Tạo, Bình Tân, Thành phố Hồ Chí Minh, Vietnam","hẻm 65m2 Tỉnh Lộ 10, Huyện Bình Chánh, Hồ Chí Minh, Việt Nam",Huyện Bình Chánh
532,604330ec886de23638253c2d,126396,6.0,https://landber.com/tin-dang/Ads_01_23429864,Bán đất mặt tiền Bình Chánh giá 1.8 tỷ nằm cạnh KDC,"Bán đất mặt tiền Đinh Đức Thiện, Bình Chánh chỉ từ 1,7 tỷ đồng sổ hồng riêng từng. LH: 0938225206 hoặc 0829881096



- Chung quanh có đầy đủ các tiện ích như: Trường học, chợ, siêu thị, trạm y tế,... Nằm gần tuyến đường lớn nên thuận tiện về các di chuyển về các quận trung tâm thành phố.
- KDC hiện hữu cơ sở hạ tầng hoàn thiện, điện âm, nước máy.
- Gần trường học cấp 1, 2, 3.
- Gần UBND, trạm y tế, cách chợ Bình Chánh 1km.
- Gần các KCN như: KCN Cầu Tràm 6km, KCN Tân Tạo 7km, KCN Lê Minh Xuân 10km, cụm CN Hải Sơn 4km.
- Cách Bv Chợ Rẫy 18km, Bv huyện Bình Chánh 5km.
- Cách bến xe Miền Tây Quận 6 14km - Đến bến xe Miền Tây mới xã ở An Phú tây chỉ 3km.
- Chỉ 6km đến khu đại học Hưng Long.
- Nhà sách Nguyễn Văn Cừ, Siêu Thị điện máy Tân Túc 2km.
- Siêu thị Big C An Lạc chỉ 10km.
- Ra Quốc Lộ 50 chỉ 6km, Quốc Lộ 1A khoảng 1km, Nguyễn Văn Linh 10km.
- Về Quận 6 chỉ 25, Quận 4, Quận 5 chỉ 35 phút
- Từ Nguyễn Văn Linh về Quận 8 khoảng 15, về Quận 1 chỉ 35 phút
- Ra đến ngã 3 Đinh Đức Thiện với QL1A chỉ 1km.
- Đa dạng diện tích: 5,5x14,1; 5,5x20 6x15 , 6x18, 8,5x15 Xây dựng tự do, cơ sở hạ tầng rất đẹp đường nhựa rộng đến 40m điện âm nước máy
- Giá chỉ từ 1,7 tỷ/lô. Sổ đỏ từng bao công chứng sang tên. Ngân hàng hỗ trợ vay.
- Liên hệ: 0938225206 hoặc 0829881096 (Phước Thành) để xem đất và hỗ trợ tốt nhất.",Đinh Đức Thiện,,"Trường học, chợ, siêu thị, trạm y tế, trường học, UBND, trạm y tế, chợ, KCN, KCN, KCN, KCN, CN, Bv, bến xe, bến xe, khu đại học, Nhà sách, Siêu Thị điện máy, Siêu thị, ngã 3","chợ Bình Chánh, KCN Cầu Tràm, KCN Tân Tạo, KCN Lê Minh Xuân, CN Hải Sơn, Bv Chợ Rẫy, Bình Chánh, bến xe Miền Tây, Quận 6, bến xe Miền Tây, An Phú tây, khu đại học Hưng Long, Nhà sách Nguyễn Văn Cừ, Siêu Thị điện máy Tân Túc, Siêu thị Big C An Lạc, Quốc Lộ 50, Quốc Lộ 1 A, Nguyễn Văn Linh, Quận 6, Quận 4, Quận 5, Nguyễn Văn Linh, Quận 8, Quận 1, ngã ba Đinh Đức Thiện, QL 1 A",,,,1.0,1.0,1.0,2.0,1700000000,0,3.0,1.0,1.0,{2},"{5.5,14.1}",,10.6603106390316,106.576978802331,"(106.576978802331,10.6603106390316)",25854819.5247258,,78.0,Ads_01_23429864,1573578000,1573999835.0,2020-02-12 08:49:25.145194,2.9,3.6,0101000020E6100000D69F7F38EDA45A40C8AE6F3C14522540,1.0,2020-04-13 02:47:01.885833,2,7.0,False,3.0,938225206.0,66020130b8c8768cce4ddf668312f21e,1.0,,2.0,0.0,10.659734,106.57826,content,"3 Đinh Đức Thiện, Bình Chánh, Long An, Vietnam","3 Đinh Đức Thiện, Huyện Bình Chánh, Hồ Chí Minh, Việt Nam",Huyện Bình Chánh
533,604330ec886de23638253c56,108371,6.0,https://landber.com/tin-dang/Ads_01_23171072,"BÁN NHÀ LỚN Ở NGUYỄN HỮU TRÍ, BÌNH CHÁNH, VỊ TRÍ ĐẸP, HẺM XE HƠI, 370 M2, SHR, 0907542989 MAI","Giá rẻ Mua đất 25,6 triệu/m2, Tặng biệt thự.
CHÍNH CHỦ CẦN BÁN BIỆT THỰ ĐẸP NGUYỄN HỮU TRÍ ẤP 5 - BÌNH CHÁNH - TP HCM.

Tôi cần bán gấp căn biệt thự Góc 2 Mặt tiền Hẻm Xe hơi, diện tích đất 370 m2 mới xây.
Xây 1 trệt 1 lầu.

- 4 Phòng ngủ, 1 Phòng Khách, 1 Phòng thờ, 1 nhà bếp, 1 phòng ăn, Ban Công quanh nhà, đậu xe trong nhà. Sân vườn, Đất rộng co thể xây hồ bơi.
Biệt thự view đẹp thoáng mát, 4 bề gió lộng, phong thủy tốt.
Đi bộ ra chợ, siêu thị, trung tâm thương mại, gần trường học, gần bệnh viện Bình Chánh, UBND Bình Chánh, trung tâm khu Hành Chánh.
- Hẻm xe hơi, biệt thự gốc 2 mặt tiền. Cách 20 m ra Nguyễn Hữu Trí, 50 m ra Tân Túc. Gần gốc đường giao giữa Tân Túc và Nguyễn Hữu Trí.
Giá bán 9.5 tỷ, có thương lượng cho người thiện chí mua.
Giấy tờ sổ hồng, công chứng trong ngày được.
Liên Hệ: 0907542989 Mai.
Địa chỉ: E2/15 Đường Nguyễn Hữu Trí, Ấp 5, Thị trấn Tân Túc, Bình Chánh, Hồ Chí Minh.",Nguyễn Hữu Trí,tân túc,"chợ, siêu thị, trung tâm thương mại, trường học, bệnh viện, UBND","bệnh viện Bình Chánh, UBND Bình Chánh, Nguyễn Hữu Trí, Tân Túc, Tân Túc, Nguyễn Hữu Trí",,4 phòng ngủ,,1.0,1.0,1.0,2.0,25600000,0,3.0,2.0,5.0,{2},"{0,0}",,10.6928186747759,106.583390792749,"(106.583390792749,10.6928186747759)",43428571.4285714,,370.0,Ads_01_23171072,1573750800,1574011622.0,2020-02-12 08:49:25.145194,2.0,3.6,0101000020E610000045E9554656A55A40E8701C21B9622540,1.0,2020-04-13 12:41:01.505189,2,7.0,False,3.0,907542989.0,77445c667fbe0652905384af0f43aa48,1.0,,2.0,0.0,10.6932511,106.5783992,content,"2, 15 Nguyễn Hữu Trí, tt. Tân Túc, Bình Chánh, Thành phố Hồ Chí Minh, Vietnam","hẻm 2/15 Đường Nguyễn Hữu Trí, Huyện Bình Chánh, Hồ Chí Minh, Việt Nam",Huyện Bình Chánh
